name,last_name,number,date_of_birth,age,height,citizenship,position,foot,joined,contract_expires,outfitter,code,player_id,club_id,country_of_birth,city_of_birth
,Júnior Santos,11,1994-10-11,29,1.88,Brazil,Attack - Right Winger,right,2023-03-31,2025-12-31,Nike,junior-santos,592347,,Brazil,Conceição do Jacuípe
Jacob,Montes,32,1998-10-20,25,1.8,Nicaragua,Midfield - Attacking Midfield,right,2022-08-12,2024-12-31,adidas,jacob-montes,497494,,United States,"Mission Viejo, California"
,Dudu,0,2002-07-17,21,1.74,Brazil,Midfield - Attacking Midfield,,2024-03-01,,,dudu,1083607,,,
,Raí,16,2002-04-21,22,1.75,Brazil,Midfield - Attacking Midfield,left,2024-04-19,2024-12-31,Nike,raitm,978146,,Brazil,Duque de Caxias
,Caio Vitor,0,2000-08-18,23,1.8,Brazil,Midfield - Attacking Midfield,right,2024-04-18,,,caio-vitor,860325,,Brazil,Angra dos Reis
,Luis Henrique,44,2001-12-14,22,1.81,Brazil,Attack - Left Winger,right,2020-09-25,2025-06-30,adidas,luis-henrique,691316,,Brazil,João Pessoa
,Lucas Fernandes,18,1997-09-20,26,1.75,Brazil,Midfield - Attacking Midfield,right,2024-01-18,2024-12-31,adidas,lucas-fernandes,430761,,Brazil,São Bernardo do Campo
Diego,Hernández,77,2000-06-22,23,1.75,Uruguay,Midfield - Attacking Midfield,left,2023-07-03,2026-12-31,adidas,diego-hernandez,800732,,Uruguay,Montevideo
,Eduardo,33,1989-10-17,34,1.84,Brazil,Midfield - Attacking Midfield,right,2022-07-18,2024-12-31,Nike,eduardo,110078,,Brazil,Ribeirão Preto
Bernardo,Valim,0,2006-01-30,18,1.86,Brazil,Midfield - Central Midfield,,,,,bernardo-valim,1004724,,Brazil,Niterói
,Kauê,25,2004-10-22,19,1.76,Brazil,Midfield - Central Midfield,right,2024-01-01,2026-03-31,Nike,kaue,834467,,Brazil,Quissamã
,Gabriel Pires,22,1993-09-18,30,1.87,Brazil,Midfield - Central Midfield,left,2024-01-20,2025-12-31,Nike,gabriel-pires,167291,,Brazil,Rio de Janeiro
,Patrick de Paula,8,1999-09-08,24,1.78,Brazil,Midfield - Central Midfield,left,2022-03-25,2026-12-31,adidas,patrick-de-paula,737821,,Brazil,Rio de Janeiro
Romildo,Del Piage,23,2000-04-12,24,1.83,Brazil,Midfield - Central Midfield,right,2023-01-31,2025-06-30,,romildo-del-piage,742023,,Brazil,São José dos Campos
Lucas,Piazón,38,1994-01-20,30,1.82,Brazil,Midfield - Attacking Midfield,right,2021-01-15,2025-06-30,Nike,lucas-piazon,176485,,Brazil,São Paulo
,Tchê Tchê,6,1992-08-30,31,1.75,Brazil,Midfield - Central Midfield,both,2022-04-11,2025-12-31,Nike,tche-tche,364261,,Brazil,São Paulo
,Danilo Barbosa,5,1996-02-28,28,1.83,Brazil,Midfield - Central Midfield,right,2022-08-12,2025-06-30,Nike,danilo-barbosa,273438,,Brazil,Simões Filho
,Wendel Lessa,0,2002-02-06,22,1.76,Brazil,Midfield - Defensive Midfield,right,2024-01-01,2024-10-31,,wendel-lessa,740050,,Brazil,Rio de Janeiro
,Newton,8,2000-03-12,24,1.88,Brazil,Midfield - Defensive Midfield,right,2024-04-18,2024-12-31,,newton,811219,,Brazil,Salvador
,Kayque,0,2000-07-12,23,1.76,Brazil,Midfield - Defensive Midfield,right,2024-03-07,2024-12-31,Nike,kayque,813037,,Brazil,Rio de Janeiro
,JP Galvão,57,2001-05-07,23,1.84,Brazil,Defender - Right-Back,right,2024-04-12,2024-12-31,,jp-galvao,982164,,Brazil,Rio de Janeiro
,Marlon Freitas,17,1995-03-27,29,1.85,Brazil,Midfield - Defensive Midfield,right,2023-01-01,2025-12-31,Nike,marlon-freitas,364972,,Brazil,Magé
,Breno,0,2000-09-01,23,1.77,Brazil,Midfield - Defensive Midfield,right,2024-05-03,2024-12-31,Nike,breno,697400,,Brazil,Santana
,Vitor Marinho,0,2001-07-12,22,1.81,Brazil,Defender - Right-Back,both,2024-01-01,2024-12-31,,vitor-marinho,815670,,Brazil,Porto Real
,Ryan,0,2003-04-29,21,1.88,Brazil,Defender - Right-Back,right,2024-03-15,,,ryan,964596,,Brazil,Itaboraí
,Wallison,0,2001-07-24,22,1.77,Brazil,Defender - Right-Back,right,2024-01-01,2024-12-31,,wallison,682134,,Brazil,São Paulo
Mateo,Ponte,4,2003-05-24,20,1.83,Uruguay,Defender - Right-Back,right,2023-08-02,2026-12-31,,mateo-ponte,856047,,Uruguay,Montevideo
,DG,0,2001-03-29,23,1.81,Brazil,Defender - Left-Back,left,2024-04-24,,,dgtm,973499,,Brazil,Tucuruí
,Daniel Borges,20,1993-03-23,31,1.74,Brazil,Defender - Right-Back,right,2023-07-03,2024-12-31,Nike,daniel-borges,276877,,Brazil,São José dos Campos
,Rafael,2,1990-07-09,33,1.72,Brazil,Defender - Right-Back,right,2021-09-01,2024-12-31,Nike,rafael,61892,,Brazil,Petrópolis
,Hugo,16,2001-09-20,22,1.75,Brazil,Defender - Left-Back,left,2022-01-01,2026-12-31,Nike,hugo,740157,,Brazil,João Pessoa
Leonel,Di Placido,26,1994-01-28,30,1.76,Argentina,Defender - Right-Back,right,2017-08-24,2026-12-31,Nike,leonel-di-placido,322843,,Argentina,Buenos Aires
,Matheus Cabral,0,1999-04-23,25,1.89,Brazil,Defender - Centre-Back,right,,,,matheus-cabral,688873,,Brazil,Salvador
,Henrique Vermudt,0,1999-02-25,25,1.85,Brazil,Defender - Centre-Back,right,2023-10-18,2024-12-31,,henrique-vermudt,653608,,Brazil,Cascavel
,Marçal,21,1989-02-19,35,1.78,Brazil,Defender - Left-Back,left,2022-07-18,2024-12-31,adidas,marcal,137745,,Brazil,São Paulo
,Lucas Mezenga,44,2001-10-20,22,1.88,Brazil,Defender - Centre-Back,right,2023-08-20,,Nike,lucas-mezenga,868357,,Brazil,Rio de Janeiro
,David Sousa,43,2001-07-04,22,1.9,Brazil,Defender - Centre-Back,left,2024-01-15,2024-06-30,,david-sousa,740159,,Brazil,Rio de Janeiro
,Philipe Sampaio,94,1994-11-11,29,1.91,Brazil,Defender - Centre-Back,right,2024-01-16,2024-06-30,Puma,philipe-sampaio,336697,,Brazil,São Paulo
Luis,Segovia,44,1997-10-26,26,1.82,Ecuador,Defender - Centre-Back,left,2023-01-11,2025-12-31,Puma,luis-segovia,385639,,Ecuador,Quito
Joel,Carli,0,1986-10-19,37,1.93,Argentina,Defender - Centre-Back,right,2023-07-01,,Nike,joel-carli,87323,,Argentina,Mar del Plata
,Adryelson,14,1998-03-23,26,1.82,Brazil,Defender - Centre-Back,right,2024-01-05,2028-06-30,Nike,adryelson,373433,,Brazil,Barão de Grajaú
Victor,Cuesta,15,1988-11-19,35,1.87,Argentina,Defender - Centre-Back,left,2024-01-23,2024-12-31,Nike,victor-cuesta,104326,,Argentina,La Plata
,Bastos,15,1991-03-27,33,1.8,Angola,Defender - Centre-Back,right,2023-08-29,2024-12-31,,bastos,195810,,Angola,Luanda
,João Fernando,0,2001-03-01,23,1.88,Brazil,Goalkeeper,right,,2024-12-31,,joao-fernando,432146,,Brazil,Volta Redonda
,Leandro Matheus,0,2001-01-28,23,1.91,Brazil,Goalkeeper,left,2023-03-31,,,leandro-matheus,837529,,Brazil,Salvador
,Igo Gabriel,0,2001-10-13,22,1.9,Brazil,Goalkeeper,right,2024-04-13,2024-12-31,adidas,igo-gabriel,698750,,Brazil,Maceió
,Agner,0,2005-03-22,19,,Brazil,Attack,,,2025-12-31,,agner,1094614,,,
,Douglas Borges,31,1990-03-30,34,1.88,Brazil,Goalkeeper,right,2023-07-14,2024-12-31,Nike,douglas-borges,101667,,Brazil,Franca
,Kauã Elias,19,2006-03-28,18,1.81,Brazil,Attack - Centre-Forward,right,2024-01-01,2026-12-31,,kaua-elias,1119009,,Brazil,Uberlândia
,Lucas Perri,23,1997-12-10,26,1.97,Brazil,Goalkeeper,right,2024-01-05,2028-06-30,adidas,lucas-perri,352041,,Brazil,Campinas
,Gatito Fernández,1,1988-03-29,36,1.91,Paraguay,Goalkeeper,right,2017-01-01,2024-12-31,Puma,gatito-fernandez,107318,,Paraguay,Asunción
,Alan,11,1989-07-10,34,1.78,China,Attack - Centre-Forward,right,2024-02-24,2024-12-31,Nike,alan,73460,,Brazil,Barbosa
,Willian,27,1986-11-19,37,1.71,Brazil,Attack - Centre-Forward,right,2024-01-01,2024-12-31,Puma,willian,55338,,Brazil,Três Fronteiras
Jhon,Arias,21,1997-09-21,26,1.68,Colombia,Attack - Right Winger,right,2021-08-18,2026-06-30,adidas,jhon-arias,588989,,Colombia,Quibdó
,John Kennedy,9,2002-05-18,22,1.73,Brazil,Attack - Centre-Forward,right,2021-01-01,2026-12-31,adidas,john-kennedy,856085,,Brazil,Itaúna
Yony,González,0,1994-07-11,29,1.84,Colombia,Attack - Right Winger,right,2024-02-29,2024-12-31,,yony-gonzalez,262474,,Colombia,Medellín
Germán,Cano,14,1988-02-02,36,1.76,Argentina,Attack - Centre-Forward,right,2022-01-13,2025-12-31,adidas,german-cano,54590,,Argentina,Posadas
,Alexandre Jesus,3,2001-09-16,22,1.84,Brazil,Attack - Left Winger,right,2023-01-01,2025-12-31,adidas,alexandre-jesus,739439,,Brazil,Nova Lima
,João Neto,35,2003-07-10,20,1.81,Brazil,Attack - Left Winger,,2024-03-07,2024-12-31,,joao-neto,875339,,Brazil,Livramento de Nossa Senhora
,Isaac,32,2004-04-24,20,1.7,Brazil,Attack - Left Winger,right,2024-01-01,2027-12-31,,isaac,1084667,,Brazil,Teresina
Matheus,Reis,0,2007-04-02,17,1.8,Mexico,Attack - Left Winger,right,,,,matheus-reis,1124296,,Mexico,Mexico City
,Giovanni,0,2002-01-31,22,1.76,Brazil,Attack - Left Winger,right,2024-02-28,,Nike,giovanni,573131,,Brazil,Bauru
,Keno,11,1989-09-10,34,1.74,Brazil,Attack - Left Winger,right,2023-01-01,2025-12-31,Nike,keno,346065,,Brazil,Salvador
,Arthur,28,2005-02-24,19,1.73,Brazil,Midfield - Attacking Midfield,left,2024-01-01,2026-06-30,Nike,arthur,743585,,Brazil,Nova Friburgo
,Gabriel Pirani,10,2002-04-12,22,1.7,Brazil,Midfield - Attacking Midfield,right,2024-01-01,2025-12-31,Nike,gabriel-pirani,813107,,Brazil,Penápolis
,Ganso,10,1989-10-12,34,1.84,Brazil,Midfield - Attacking Midfield,left,2019-01-31,2025-12-31,,ganso,67920,,Brazil,Ananindeua
,Marrony,38,1999-02-05,25,1.86,Brazil,Attack - Right Winger,left,2021-08-20,2026-06-30,adidas,marrony,599879,,Brazil,Volta Redonda
Michel,Araújo,15,1996-09-28,27,1.78,Uruguay,Midfield - Attacking Midfield,left,2023-03-30,2024-12-31,Nike,michel-araujo,482144,,Uruguay,Colonia del Sacramento
,Lima,45,1996-06-11,27,1.81,Brazil,Midfield - Attacking Midfield,right,2023-01-01,2025-12-31,Nike,lima,387611,,Brazil,Porto Alegre
Leonardo,Fernández,8,1998-11-08,25,1.66,Uruguay,Midfield - Attacking Midfield,left,2024-01-17,2024-07-31,,leonardo-fernandez,375610,,Uruguay,Montevideo
,Thiago Henrique,0,2004-04-27,20,,Brazil,Midfield - Defensive Midfield,,,,,thiago-henrique,1086260,,,
,João Lourenço,0,2005-07-15,18,,Brazil,Midfield,,,2026-06-30,,joao-lourenco,1089611,,,
,Danielzinho,0,1996-01-11,28,1.73,Brazil,Midfield - Central Midfield,right,2024-02-09,2024-12-31,Nike,danielzinho,418530,,Brazil,Rio de Janeiro
,Alexsander,5,2003-10-08,20,1.78,Brazil,Midfield - Defensive Midfield,left,2023-01-01,2026-12-31,Nike,alexsander,997714,,Brazil,Barra de Santa Rosa
,Edinho,0,2001-08-23,22,1.71,Brazil,Midfield - Defensive Midfield,right,,,,edinho,994621,,Brazil,Brasília
,Dohmann,0,2005-03-15,19,,Brazil,Midfield - Defensive Midfield,,2023-01-01,2027-12-30,,dohmann,1089610,,,
,Yago Felipe,20,1995-02-03,29,1.74,Brazil,Midfield - Central Midfield,right,2023-02-28,2025-12-31,adidas,yago-felipe,346935,,Brazil,Limoeiro do Norte
,Freitas,0,2003-03-04,21,1.78,Brazil,Midfield - Defensive Midfield,right,2023-02-01,2026-12-31,,freitas,1064930,,Brazil,Aracati
,Martinelli,8,2001-10-05,22,1.76,Brazil,Midfield - Defensive Midfield,right,2020-07-01,2026-12-31,,martinelli,815558,,Brazil,Presidente Prudente
,André,7,2001-07-16,22,1.76,Brazil,Midfield - Defensive Midfield,right,2021-03-01,2026-12-31,Nike,andre,800176,,Brazil,Ibirataia
,Samuel Xavier,2,1990-06-06,33,1.66,Brazil,Defender - Right-Back,right,2021-03-05,2025-12-31,Nike,samuel-xavier,198250,,Brazil,São Paulo
,Guga,23,1998-08-29,25,1.73,Brazil,Defender - Right-Back,right,2023-01-01,2026-12-31,Nike,guga,592344,,Brazil,Rio de Janeiro
,Esquerdinha,0,2006-02-28,18,1.83,Brazil,Defender - Left-Back,,,,,esquerdinha,1004737,,,
,Rafael Monteiro,0,2004-02-14,20,1.73,Brazil,Defender - Left-Back,left,,,,rafael-monteiro,1083669,,Brazil,Manaus
,Calegari,31,2002-02-27,22,1.71,Brazil,Defender - Right-Back,right,2020-01-06,2025-12-31,,calegari,686597,,Brazil,Cuiabá
,Caio Paulista,16,1998-05-11,26,1.84,Brazil,Defender - Left-Back,left,2024-01-05,2028-12-31,Nike,caio-paulista,601011,,Brazil,São Paulo
,Marcos Pedro,0,2001-12-01,22,1.74,Brazil,Defender - Left-Back,left,2024-04-26,2024-12-31,,marcos-pedro,884071,,Brazil,Manaus
,Jefté,6,2003-12-21,20,1.83,Brazil,Defender - Left-Back,left,2023-07-05,2024-05-31,,jefte,851595,,Brazil,Rio de Janeiro
Lucas,Justen,0,2003-07-03,20,1.85,Brazil,Defender - Centre-Back,,2021-01-01,,,lucas-justen,997717,,,
,Marcelo,12,1988-05-12,36,1.74,Brazil,Defender - Left-Back,left,2023-02-24,2024-12-31,adidas,marcelo,44501,,Brazil,Rio de Janeiro
,Luan Freitas,35,2001-01-20,23,1.84,Brazil,Defender - Centre-Back,right,2024-02-05,2024-12-31,Nike,luan-freitas,678376,,Brazil,Rio de Janeiro
,Kayky Almeida,0,2005-05-01,19,1.85,Brazil,Defender - Centre-Back,left,,2027-12-31,Nike,kayky-almeida,1089609,,,
,Jorge,11,1996-03-28,28,1.84,Brazil,Defender - Left-Back,left,2024-04-16,,Nike,jorge,345084,,Brazil,Rio de Janeiro
,Felipe Andrade,13,2002-05-29,21,1.82,Brazil,Defender - Centre-Back,right,2023-07-19,2025-12-31,,felipe-andrade,884070,,Brazil,Boa Viagem
,Manoel,26,1990-02-26,34,1.81,Brazil,Defender - Centre-Back,right,2021-04-14,2024-12-31,Nike,manoel,113586,,Brazil,Bacabal
,David Braz,4,1987-05-21,37,1.88,Brazil,Defender - Centre-Back,right,2024-04-17,2024-12-31,Nike,david-braz,53226,,Brazil,Guarulhos
,Julio Fidelis,0,2006-11-06,17,,Brazil,Defender,,,,,julio-fidelis,1119008,,,
,Felipe Melo,30,1983-06-26,40,1.83,Brazil,Defender - Centre-Back,right,2022-01-01,2024-12-31,adidas,felipe-melo,35537,,Brazil,Volta Redonda
,Marlon,4,1995-09-07,28,1.82,Brazil,Defender - Centre-Back,right,2023-07-12,2024-06-30,adidas,marlon,273236,,Brazil,Duque de Caxias
,Vitor Eudes,98,1998-10-21,25,1.94,Brazil,Goalkeeper,right,2023-01-01,2025-12-31,adidas,vitor-eudes,590039,,Brazil,Contagem
,Nino,27,1997-04-10,27,1.88,Brazil,Defender - Centre-Back,right,2024-01-04,2028-06-30,adidas,nino,520454,,Brazil,Recife
,Gustavo Ramalho,50,2002-09-16,21,2.0,Brazil,Goalkeeper,right,2024-01-01,2024-12-31,,gustavo-ramalho,884069,,Brazil,Nanuque
Pedro,Clemente,59,2003-04-29,21,1.87,Brazil,Attack - Centre-Forward,right,2023-08-31,2025-06-30,,pedro-clemente,1082970,,Brazil,Taubaté
,Vitor Mendes,0,1999-02-13,25,1.86,Brazil,Defender - Centre-Back,right,2023-10-30,,Nike,vitor-mendes,686333,,Brazil,Belém
,Pedro Rangel,0,2000-06-29,23,1.92,Brazil,Goalkeeper,right,2024-01-17,2024-12-31,adidas,pedro-rangel,841263,,Brazil,Nepomuceno
,Freddy Noguera,11,2004-01-09,20,,Paraguay,Attack - Centre-Forward,right,2024-02-09,2024-12-31,,freddy-noguera,1084936,,Paraguay,Eusebio Ayala
,Fábio,1,1980-09-30,43,1.88,Brazil,Goalkeeper,right,2022-01-19,2025-12-31,adidas,fabio,22415,,Brazil,Nobres
Luis,Suárez,9,1987-01-24,37,1.82,Uruguay,Attack - Centre-Forward,right,2024-01-01,2024-12-31,Puma,luis-suarez,44352,,Uruguay,Salto
,João Pedro,11,1992-03-09,32,1.84,Italy,Attack - Centre-Forward,right,2023-08-02,2024-06-30,,joao-pedro,129129,,Brazil,Ipatinga
,Diego Souza,0,1985-06-17,38,1.86,Brazil,Attack - Centre-Forward,right,2024-02-10,,Nike,diego-souza,33315,,Brazil,Rio de Janeiro
Ronald,Barcellos,22,2002-03-02,22,1.74,Brazil,Attack - Right Winger,left,2024-01-21,2024-06-30,,ronald-barcellos,1082968,,Brazil,Belford Roxo
,Jhonata Robert,25,1999-10-26,24,1.79,Brazil,Attack - Right Winger,right,2019-01-01,2024-12-31,Nike,jhonata-robert,711338,,Brazil,Recife
,Nathan Fernandes,32,2005-02-16,19,1.76,Brazil,Attack - Right Winger,right,2023-07-01,2028-06-30,,nathan-fernandes,1083600,,Brazil,Campos dos Goytacazes
,Everton Galdino,13,1997-03-17,27,1.77,Brazil,Attack - Right Winger,left,2024-01-01,2026-12-31,Nike,everton-galdino,458251,,Brazil,Osasco
,Lian,0,2005-09-20,18,,Brazil,Attack - Left Winger,,,,,lian,1090755,,Brazil,Rio de Janeiro
Juan,Iturbe,11,1993-06-04,30,1.73,Paraguay,Attack - Right Winger,left,2024-01-01,2025-12-31,Nike,juan-iturbe,81455,,Argentina,Buenos Aires
,Gustavo Nunes,39,2005-11-20,18,,Brazil,Attack - Left Winger,right,2024-02-01,2028-12-31,,gustavo-nunes,1086375,,Brazil,São Vicente do Sul
,Zinho,99,2003-05-09,21,1.78,Brazil,Attack - Left Winger,right,2023-09-01,2024-06-30,Nike,zinho,997472,,Brazil,Lajeado
,Ferreirinha,47,1997-12-31,26,1.76,Brazil,Attack - Left Winger,right,2024-01-09,2027-12-31,adidas,ferreirinha,689017,,Brazil,Dourados
Lucas,Besozzi,22,2003-01-22,21,1.76,Argentina,Attack - Left Winger,right,2023-08-02,2024-06-30,Nike,lucas-besozzi,829381,,Argentina,Lanús
,Guilherme,11,1995-04-13,29,1.78,Brazil,Attack - Left Winger,left,2024-01-01,2026-12-31,Nike,guilherme,444920,,Brazil,São Paulo
,Rubens,70,2003-03-28,21,,Brazil,Midfield - Attacking Midfield,left,2024-04-12,2024-12-31,,rubens,997465,,Brazil,Porto Alegre
Jáminton,Campaz,13,2000-05-24,23,1.65,Colombia,Attack - Left Winger,left,2024-01-24,2026-12-31,Nike,jaminton-campaz,491553,,Colombia,Ibagué
,Gabriel Silva,0,2002-07-03,21,1.78,Brazil,Midfield - Attacking Midfield,right,2024-01-18,2024-12-31,Puma,gabriel-silva,983109,,Brazil,São Paulo
,Gustavinho,97,2001-10-29,22,1.74,Brazil,Midfield - Attacking Midfield,left,2021-01-01,2024-12-31,adidas,gustavinho,800649,,Brazil,Juiz de Fora
,Pedro Lucas,0,2002-07-26,21,1.73,Brazil,Midfield - Attacking Midfield,left,2024-03-06,2025-12-31,,pedro-lucas,718208,,Brazil,Baixo Guandu
,Isaque,0,1997-04-22,27,1.78,Brazil,Midfield - Attacking Midfield,right,2024-01-01,2024-11-30,Nike,isaque,627099,,Brazil,São Paulo
Kauan,Kelvin,99,2005-01-21,19,1.86,Brazil,Midfield - Attacking Midfield,right,2023-07-01,2028-06-30,,kauan-kelvin,997467,,Brazil,Goiânia
,Vina,29,1991-04-15,33,1.77,Brazil,Midfield - Attacking Midfield,right,2023-07-27,2024-06-30,Nike,vina,106281,,Brazil,Curitiba
,Nathan,14,1996-03-13,28,1.77,Brazil,Midfield - Attacking Midfield,right,2023-04-10,2025-12-31,adidas,nathan,294798,,Brazil,Blumenau
Franco,Cristaldo,10,1996-08-15,27,1.75,Argentina,Midfield - Attacking Midfield,right,2023-01-01,2026-12-31,Nike,franco-cristaldo,332259,,Argentina,Morón
,Thaciano,16,1995-05-12,29,1.82,Brazil,Midfield - Central Midfield,right,2023-03-31,2025-12-31,,thaciano,392487,,Brazil,Campina Grande
,Pepê,23,1998-01-06,26,1.83,Brazil,Midfield - Central Midfield,right,2023-01-01,2025-12-31,Puma,pepe,606716,,Brazil,Rio de Janeiro
,Bitello,89,2000-01-07,24,1.79,Brazil,Midfield - Central Midfield,right,2023-09-14,2028-06-30,adidas,bitello,703497,,Brazil,Formosa do Oeste
Felipe,Carballo,8,1996-10-04,27,1.77,Uruguay,Midfield - Central Midfield,right,2023-01-01,2026-12-31,adidas,felipe-carballo,394930,,Uruguay,Montevideo
,João Araújo,0,2005-06-20,18,,Brazil,Midfield - Defensive Midfield,right,,,,joao-araujo,1156560,,Brazil,Porto Alegre
,Luan,0,1993-03-27,31,1.8,Brazil,Midfield - Attacking Midfield,right,2024-04-19,,adidas,luan,313106,,Brazil,São José do Rio Preto
,Lucas Milla,45,2003-01-28,21,1.76,Brazil,Midfield - Defensive Midfield,right,2023-01-01,2025-12-31,,lucas-milla,980806,,Brazil,Três Passos
,Josué Souza,0,2005-04-25,19,,Brazil,Midfield - Defensive Midfield,,,,,josue-souza,1084815,,Brazil,Nova Iguaçu
,Thiago Santos,29,1989-09-05,34,1.81,Brazil,Midfield - Defensive Midfield,right,2023-03-31,2025-12-31,adidas,thiago-santos,346922,,Brazil,Curitiba
,Darlan,37,1998-04-16,26,1.74,Brazil,Midfield - Defensive Midfield,left,2024-02-20,2026-12-31,Nike,darlan,570582,,Brazil,São Borja
,Ronald Falkoski,35,2003-02-11,21,1.86,Brazil,Midfield - Defensive Midfield,right,2023-01-01,2025-12-31,adidas,ronald-falkoski,959092,,Brazil,Porto Alegre
,Fábio,2,1990-07-09,33,1.72,Brazil,Defender - Right-Back,right,2023-01-09,2024-12-31,adidas,fabio,61891,,Brazil,Petrópolis
,Thomas Luciano,58,2002-01-14,22,1.8,Brazil,Defender - Right-Back,right,2023-07-06,2026-06-30,Nike,thomas-luciano,869063,,Brazil,Porto Alegre
,Lucas Silva,16,1993-02-16,31,1.81,Brazil,Midfield - Defensive Midfield,right,2023-07-10,2024-12-31,Nike,lucas-silva,218118,,Brazil,Bom Jesus de Goiás
,Cuiabano,66,2003-02-16,21,1.79,Brazil,Defender - Left-Back,left,2024-04-19,2027-12-31,Nike,cuiabano,891353,,Brazil,Cuiabá
,João Pedro,18,1996-11-15,27,1.79,Brazil,Defender - Right-Back,right,2023-01-13,2025-12-31,Nike,joao-pedro,342024,,Brazil,Presidente Prudente
Mathías,Villasanti,20,1997-01-24,27,1.78,Paraguay,Midfield - Defensive Midfield,right,2021-08-13,2027-12-31,Puma,mathias-villasanti,436385,,Paraguay,Caacupé
,Wesley Costa,0,2004-02-04,20,1.81,Brazil,Defender - Left-Back,left,,,,wesley-costa,1082969,,Brazil,Alvorada
,João Ramos,0,2003-02-15,21,,Brazil,Defender - Centre-Back,right,2024-01-01,2026-01-31,,joao-ramos,997469,,Brazil,Brasília
,Diogo Barbosa,6,1992-08-17,31,1.79,Brazil,Defender - Left-Back,left,2024-01-01,2024-12-31,Nike,diogo-barbosa,167724,,Brazil,Terra Nova do Norte
,Gustavo Martins,53,2002-08-11,21,1.91,Brazil,Defender - Centre-Back,right,2023-01-01,2025-12-31,Nike,gustavo-martins,874223,,Brazil,Niterói
,Reinaldo,6,1989-09-28,34,1.78,Brazil,Defender - Left-Back,left,2023-01-01,2024-12-31,adidas,reinaldo,225617,,Brazil,Porto Calvo
,Viery,0,2005-01-02,19,1.87,Brazil,Defender - Centre-Back,right,,,,viery,950393,,Brazil,Ubá
,Natã,36,2001-06-05,22,1.8,Brazil,Defender - Centre-Back,right,2023-01-01,2026-12-31,Nike,nata,978004,,Brazil,Ribeirão Preto
,Zé Guilherme,0,2005-03-16,19,1.81,Brazil,Defender - Left-Back,left,,,,ze-guilherme,1084816,,Brazil,Fortaleza
,Bruno Alves,34,1991-04-16,33,1.85,Brazil,Defender - Centre-Back,right,2024-01-05,2025-12-31,adidas,bruno-alves,177534,,Brazil,Jacareí
,Pedro Geromel,3,1985-09-21,38,1.9,Brazil,Defender - Centre-Back,right,2016-01-01,2024-06-30,adidas,pedro-geromel,32568,,Brazil,São Paulo
Walter,Kannemann,4,1991-03-14,33,1.84,Argentina,Defender - Centre-Back,left,2016-07-15,2025-12-31,Mizuno,walter-kannemann,145400,,Argentina,Concepción del Uruguay
,Bruno Uvini,25,1991-06-03,32,1.87,Brazil,Defender - Centre-Back,left,2024-04-11,2025-12-31,Nike,bruno-uvini,147396,,Brazil,Capivari
Rodrigo,Ely,5,1993-11-03,30,1.88,Brazil,Defender - Centre-Back,right,2023-08-02,2025-12-31,,rodrigo-ely,176140,,Brazil,Lajeado
,Caíque,97,1997-07-31,26,1.98,Brazil,Goalkeeper,right,2023-08-02,2025-12-31,,caique,384159,,Brazil,Salvador
,Brenno,22,1999-04-01,25,1.9,Brazil,Goalkeeper,right,2023-08-13,2024-06-30,Nike,brenno,555016,,Brazil,Sorocaba
,Felipe Scheibig,0,2000-03-08,24,1.96,Brazil,Goalkeeper,right,2022-01-01,2024-12-31,Nike,felipe-scheibig,896667,,Brazil,Três Passos
,Adriel,23,2001-01-14,23,1.95,Brazil,Goalkeeper,right,2023-07-27,2024-06-30,Nike,adriel,808445,,Brazil,Ilhéus
Miguel,Merentiel,16,1996-02-24,28,1.76,Uruguay,Attack - Centre-Forward,right,2024-01-01,2027-12-31,Nike,miguel-merentiel,481367,,Uruguay,Paysandú
José Manuel,López,42,2000-12-06,23,1.9,Argentina,Attack - Centre-Forward,left,2022-07-18,2027-06-30,adidas,jose-manuel-lopez,844797,,Argentina,San Lorenzo
,Rafael Navarro,9,2000-04-14,24,1.83,Brazil,Attack - Centre-Forward,right,2023-07-10,2024-06-30,Puma,rafael-navarro,371267,,Brazil,Cabo Frio
,Luis Guilherme,31,2006-02-09,18,1.75,Brazil,Attack - Right Winger,left,2023-01-01,2026-06-30,Nike,luis-guilherme,991800,,Brazil,Aracaju
,Estêvão,41,2007-04-24,17,1.76,Brazil,Attack - Right Winger,left,2024-01-18,2026-06-30,Nike,estevao,1056993,,Brazil,Franca
,Rony,10,1995-05-11,29,1.67,Brazil,Attack - Centre-Forward,right,2020-02-21,2026-12-31,Umbro,rony,371009,,Brazil,Magalhães Barata
,Gabriel Grando,81,2000-03-29,24,1.92,Brazil,Goalkeeper,right,2024-04-19,2024-12-31,Puma,gabriel-grando,878037,,Brazil,Chapecó
,Kauan Santos,0,2004-06-17,19,1.69,Brazil,Attack - Left Winger,right,2024-02-08,,,kauan-santos,1082538,,Brazil,Planaltina (DF)
,Kevin,37,2003-01-04,21,1.76,Brazil,Attack - Left Winger,right,2024-01-19,2028-12-31,Puma,kevin,900195,,Brazil,São Paulo
,Breno Lopes,26,1996-01-24,28,1.78,Brazil,Attack - Left Winger,right,2024-04-18,2024-12-31,Nike,breno-lopes,542598,,Brazil,Belo Horizonte
,Bruno Tabata,7,1997-03-30,27,1.75,Brazil,Attack - Right Winger,left,2023-07-19,2024-06-30,adidas,bruno-tabata,438202,,Brazil,Ipatinga
